# schema_version: 2026-05-18_v1
# columns: filepath, processed_at, agent, output_rows, output_files, status, note
# agent enum: vocab-extractor | mistake-auditor | listening-coach | speaking-coach | other
# status enum: ok | partial | failed
# Append-only.
filepath,processed_at,agent,output_rows,output_files,status,note
input/html/deutsch-vorbereitung/horen/1.74/1.74_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.74 batch-extract
input/html/deutsch-vorbereitung/horen/1.75/1.75_transcript.md,2026-05-22 16:55:19,vocab-extractor,5,vocab_master.csv,ok,horen/1.75 batch-extract
input/html/deutsch-vorbereitung/horen/1.75/1.75_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.75 batch-extract
input/html/deutsch-vorbereitung/horen/1.76/1.76_transcript.md,2026-05-22 16:55:19,vocab-extractor,5,vocab_master.csv,ok,horen/1.76 batch-extract
input/html/deutsch-vorbereitung/horen/1.76/1.76_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.76 batch-extract
input/html/deutsch-vorbereitung/horen/1.77/1.77_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.77 batch-extract
input/html/deutsch-vorbereitung/horen/1.77/1.77_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.77 batch-extract
input/html/deutsch-vorbereitung/horen/1.78/1.78_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.78 batch-extract
input/html/deutsch-vorbereitung/horen/1.78/1.78_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.78 batch-extract
input/html/deutsch-vorbereitung/horen/1.79/1.79_transcript.md,2026-05-22 16:55:19,vocab-extractor,5,vocab_master.csv,ok,horen/1.79 batch-extract
input/html/deutsch-vorbereitung/horen/1.79/1.79_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.79 batch-extract
input/html/deutsch-vorbereitung/horen/1.80/1.80_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.80 batch-extract
input/html/deutsch-vorbereitung/horen/1.80/1.80_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.80 batch-extract
input/html/deutsch-vorbereitung/horen/1.81/1.81_transcript.md,2026-05-22 16:55:19,vocab-extractor,2,vocab_master.csv,ok,horen/1.81 batch-extract
input/html/deutsch-vorbereitung/horen/1.81/1.81_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.81 batch-extract
input/html/deutsch-vorbereitung/horen/1.82/1.82_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/1.82 batch-extract
input/html/deutsch-vorbereitung/horen/1.82/1.82_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.82 batch-extract
input/html/deutsch-vorbereitung/horen/1.83/1.83_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/1.83 batch-extract
input/html/deutsch-vorbereitung/horen/1.83/1.83_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.83 batch-extract
input/html/deutsch-vorbereitung/horen/1.84/1.84_transcript.md,2026-05-22 16:55:19,vocab-extractor,5,vocab_master.csv,ok,horen/1.84 batch-extract
input/html/deutsch-vorbereitung/horen/1.84/1.84_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.84 batch-extract
input/html/deutsch-vorbereitung/horen/1.85/1.85_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.85 batch-extract
input/html/deutsch-vorbereitung/horen/1.85/1.85_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.85 batch-extract
input/html/deutsch-vorbereitung/horen/1.86/1.86_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/1.86 batch-extract
input/html/deutsch-vorbereitung/horen/1.86/1.86_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.86 batch-extract
input/html/deutsch-vorbereitung/horen/1.87/1.87_transcript.md,2026-05-22 16:55:19,vocab-extractor,5,vocab_master.csv,ok,horen/1.87 batch-extract
input/html/deutsch-vorbereitung/horen/1.87/1.87_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.87 batch-extract
input/html/deutsch-vorbereitung/horen/1.88/1.88_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.88 batch-extract
input/html/deutsch-vorbereitung/horen/1.88/1.88_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.88 batch-extract
input/html/deutsch-vorbereitung/horen/1.89/1.89_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/1.89 batch-extract
input/html/deutsch-vorbereitung/horen/1.89/1.89_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.89 batch-extract
input/html/deutsch-vorbereitung/horen/1.90/1.90_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.90 batch-extract
input/html/deutsch-vorbereitung/horen/1.90/1.90_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.90 batch-extract
input/html/deutsch-vorbereitung/horen/1.91/1.91_transcript.md,2026-05-22 16:55:19,vocab-extractor,5,vocab_master.csv,ok,horen/1.91 batch-extract
input/html/deutsch-vorbereitung/horen/1.91/1.91_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.91 batch-extract
input/html/deutsch-vorbereitung/horen/1.92/1.92_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.92 batch-extract
input/html/deutsch-vorbereitung/horen/1.92/1.92_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.92 batch-extract
input/html/deutsch-vorbereitung/horen/1.93/1.93_transcript.md,2026-05-22 16:55:19,vocab-extractor,5,vocab_master.csv,ok,horen/1.93 batch-extract
input/html/deutsch-vorbereitung/horen/1.93/1.93_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.93 batch-extract
input/html/deutsch-vorbereitung/horen/1.94/1.94_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.94 batch-extract
input/html/deutsch-vorbereitung/horen/1.94/1.94_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.94 batch-extract
input/html/deutsch-vorbereitung/horen/1.95/1.95_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.95 batch-extract
input/html/deutsch-vorbereitung/horen/1.95/1.95_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.95 batch-extract
input/html/deutsch-vorbereitung/horen/1.96/1.96_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/1.96 batch-extract
input/html/deutsch-vorbereitung/horen/1.96/1.96_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.96 batch-extract
input/html/deutsch-vorbereitung/horen/1.97/1.97_transcript.md,2026-05-22 16:55:19,vocab-extractor,2,vocab_master.csv,ok,horen/1.97 batch-extract
input/html/deutsch-vorbereitung/horen/1.97/1.97_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.97 batch-extract
input/html/deutsch-vorbereitung/horen/1.98/1.98_transcript.md,2026-05-22 16:55:19,vocab-extractor,7,vocab_master.csv,ok,horen/1.98 batch-extract
input/html/deutsch-vorbereitung/horen/1.98/1.98_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.98 batch-extract
input/html/deutsch-vorbereitung/horen/1.99/1.99_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.99 batch-extract
input/html/deutsch-vorbereitung/horen/1.99/1.99_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.99 batch-extract
input/html/deutsch-vorbereitung/horen/1.101/1.101_transcript.md,2026-05-22 16:55:19,vocab-extractor,2,vocab_master.csv,ok,horen/1.101 batch-extract
input/html/deutsch-vorbereitung/horen/1.101/1.101_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.101 batch-extract
input/html/deutsch-vorbereitung/horen/1.102/1.102_transcript.md,2026-05-22 16:55:19,vocab-extractor,5,vocab_master.csv,ok,horen/1.102 batch-extract
input/html/deutsch-vorbereitung/horen/1.102/1.102_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.102 batch-extract
input/html/deutsch-vorbereitung/horen/1.103/1.103_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.103 batch-extract
input/html/deutsch-vorbereitung/horen/1.103/1.103_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.103 batch-extract
input/html/deutsch-vorbereitung/horen/1.104/1.104_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/1.104 batch-extract
input/html/deutsch-vorbereitung/horen/1.104/1.104_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.104 batch-extract
input/html/deutsch-vorbereitung/horen/1.105/1.105_transcript.md,2026-05-22 16:55:19,vocab-extractor,5,vocab_master.csv,ok,horen/1.105 batch-extract
input/html/deutsch-vorbereitung/horen/1.105/1.105_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.105 batch-extract
input/html/deutsch-vorbereitung/horen/1.106/1.106_transcript.md,2026-05-22 16:55:19,vocab-extractor,5,vocab_master.csv,ok,horen/1.106 batch-extract
input/html/deutsch-vorbereitung/horen/1.106/1.106_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.106 batch-extract
input/html/deutsch-vorbereitung/horen/1.107/1.107_transcript.md,2026-05-22 16:55:19,vocab-extractor,2,vocab_master.csv,ok,horen/1.107 batch-extract
input/html/deutsch-vorbereitung/horen/1.107/1.107_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.107 batch-extract
input/html/deutsch-vorbereitung/horen/1.108/1.108_transcript.md,2026-05-22 16:55:19,vocab-extractor,5,vocab_master.csv,ok,horen/1.108 batch-extract
input/html/deutsch-vorbereitung/horen/1.108/1.108_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.108 batch-extract
input/html/deutsch-vorbereitung/horen/1.109/1.109_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/1.109 batch-extract
input/html/deutsch-vorbereitung/horen/1.109/1.109_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.109 batch-extract
input/html/deutsch-vorbereitung/horen/1.110/1.110_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/1.110 batch-extract
input/html/deutsch-vorbereitung/horen/1.110/1.110_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.110 batch-extract
input/html/deutsch-vorbereitung/horen/1.111/1.111_transcript.md,2026-05-22 16:55:19,vocab-extractor,2,vocab_master.csv,ok,horen/1.111 batch-extract
input/html/deutsch-vorbereitung/horen/1.111/1.111_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.111 batch-extract
input/html/deutsch-vorbereitung/horen/1.112/1.112_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/1.112 batch-extract
input/html/deutsch-vorbereitung/horen/1.112/1.112_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.112 batch-extract
input/html/deutsch-vorbereitung/horen/1.113/1.113_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.113 batch-extract
input/html/deutsch-vorbereitung/horen/1.113/1.113_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.113 batch-extract
input/html/deutsch-vorbereitung/horen/1.114/1.114_transcript.md,2026-05-22 16:55:19,vocab-extractor,7,vocab_master.csv,ok,horen/1.114 batch-extract
input/html/deutsch-vorbereitung/horen/1.114/1.114_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.114 batch-extract
input/html/deutsch-vorbereitung/horen/1.115/1.115_transcript.md,2026-05-22 16:55:19,vocab-extractor,2,vocab_master.csv,ok,horen/1.115 batch-extract
input/html/deutsch-vorbereitung/horen/1.115/1.115_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.115 batch-extract
input/html/deutsch-vorbereitung/horen/1.116/1.116_transcript.md,2026-05-22 16:55:19,vocab-extractor,7,vocab_master.csv,ok,horen/1.116 batch-extract
input/html/deutsch-vorbereitung/horen/1.116/1.116_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.116 batch-extract
input/html/deutsch-vorbereitung/horen/1.117/1.117_transcript.md,2026-05-22 16:55:19,vocab-extractor,6,vocab_master.csv,ok,horen/1.117 batch-extract
input/html/deutsch-vorbereitung/horen/1.117/1.117_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.117 batch-extract
input/html/deutsch-vorbereitung/horen/1.118/1.118_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/1.118 batch-extract
input/html/deutsch-vorbereitung/horen/1.118/1.118_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.118 batch-extract
input/html/deutsch-vorbereitung/horen/1.119/1.119_transcript.md,2026-05-22 16:55:19,vocab-extractor,5,vocab_master.csv,ok,horen/1.119 batch-extract
input/html/deutsch-vorbereitung/horen/1.119/1.119_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.119 batch-extract
input/html/deutsch-vorbereitung/horen/1.120/1.120_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.120 batch-extract
input/html/deutsch-vorbereitung/horen/1.120/1.120_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.120 batch-extract
input/html/deutsch-vorbereitung/horen/1.121/1.121_transcript.md,2026-05-22 16:55:19,vocab-extractor,2,vocab_master.csv,ok,horen/1.121 batch-extract
input/html/deutsch-vorbereitung/horen/1.121/1.121_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.121 batch-extract
input/html/deutsch-vorbereitung/horen/1.122/1.122_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.122 batch-extract
input/html/deutsch-vorbereitung/horen/1.122/1.122_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.122 batch-extract
input/html/deutsch-vorbereitung/horen/1.123/1.123_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/1.123 batch-extract
input/html/deutsch-vorbereitung/horen/1.123/1.123_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.123 batch-extract
input/html/deutsch-vorbereitung/horen/1.124/1.124_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.124 batch-extract
input/html/deutsch-vorbereitung/horen/1.124/1.124_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.124 batch-extract
input/html/deutsch-vorbereitung/horen/1.125/1.125_transcript.md,2026-05-22 16:55:19,vocab-extractor,6,vocab_master.csv,ok,horen/1.125 batch-extract
input/html/deutsch-vorbereitung/horen/1.125/1.125_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.125 batch-extract
input/html/deutsch-vorbereitung/horen/1.126/1.126_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/1.126 batch-extract
input/html/deutsch-vorbereitung/horen/1.126/1.126_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.126 batch-extract
input/html/deutsch-vorbereitung/horen/1.127/1.127_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.127 batch-extract
input/html/deutsch-vorbereitung/horen/1.127/1.127_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.127 batch-extract
input/html/deutsch-vorbereitung/horen/1.128/1.128_transcript.md,2026-05-22 16:55:19,vocab-extractor,5,vocab_master.csv,ok,horen/1.128 batch-extract
input/html/deutsch-vorbereitung/horen/1.128/1.128_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.128 batch-extract
input/html/deutsch-vorbereitung/horen/1.129/1.129_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.129 batch-extract
input/html/deutsch-vorbereitung/horen/1.129/1.129_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.129 batch-extract
input/html/deutsch-vorbereitung/horen/1.130/1.130_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.130 batch-extract
input/html/deutsch-vorbereitung/horen/1.130/1.130_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.130 batch-extract
input/html/deutsch-vorbereitung/horen/1.131/1.131_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/1.131 batch-extract
input/html/deutsch-vorbereitung/horen/1.131/1.131_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.131 batch-extract
input/html/deutsch-vorbereitung/horen/1.132/1.132_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.132 batch-extract
input/html/deutsch-vorbereitung/horen/1.132/1.132_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.132 batch-extract
input/html/deutsch-vorbereitung/horen/1.133/1.133_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.133 batch-extract
input/html/deutsch-vorbereitung/horen/1.133/1.133_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.133 batch-extract
input/html/deutsch-vorbereitung/horen/1.134/1.134_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/1.134 batch-extract
input/html/deutsch-vorbereitung/horen/1.134/1.134_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.134 batch-extract
input/html/deutsch-vorbereitung/horen/1.135/1.135_transcript.md,2026-05-22 16:55:19,vocab-extractor,6,vocab_master.csv,ok,horen/1.135 batch-extract
input/html/deutsch-vorbereitung/horen/1.135/1.135_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.135 batch-extract
input/html/deutsch-vorbereitung/horen/1.136/1.136_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.136 batch-extract
input/html/deutsch-vorbereitung/horen/1.136/1.136_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.136 batch-extract
input/html/deutsch-vorbereitung/horen/1.137/1.137_transcript.md,2026-05-22 16:55:19,vocab-extractor,2,vocab_master.csv,ok,horen/1.137 batch-extract
input/html/deutsch-vorbereitung/horen/1.137/1.137_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.137 batch-extract
input/html/deutsch-vorbereitung/horen/1.138/1.138_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/1.138 batch-extract
input/html/deutsch-vorbereitung/horen/1.138/1.138_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.138 batch-extract
input/html/deutsch-vorbereitung/horen/1.139/1.139_transcript.md,2026-05-22 16:55:19,vocab-extractor,2,vocab_master.csv,ok,horen/1.139 batch-extract
input/html/deutsch-vorbereitung/horen/1.139/1.139_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.139 batch-extract
input/html/deutsch-vorbereitung/horen/1.140/1.140_transcript.md,2026-05-22 16:55:19,vocab-extractor,6,vocab_master.csv,ok,horen/1.140 batch-extract
input/html/deutsch-vorbereitung/horen/1.140/1.140_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.140 batch-extract
input/html/deutsch-vorbereitung/horen/1.141/1.141_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/1.141 batch-extract
input/html/deutsch-vorbereitung/horen/1.141/1.141_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.141 batch-extract
input/html/deutsch-vorbereitung/horen/1.142/1.142_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.142 batch-extract
input/html/deutsch-vorbereitung/horen/1.142/1.142_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.142 batch-extract
input/html/deutsch-vorbereitung/horen/1.143/1.143_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/1.143 batch-extract
input/html/deutsch-vorbereitung/horen/1.143/1.143_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.143 batch-extract
input/html/deutsch-vorbereitung/horen/1.144/1.144_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/1.144 batch-extract
input/html/deutsch-vorbereitung/horen/1.144/1.144_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.144 batch-extract
input/html/deutsch-vorbereitung/horen/1.145/1.145_transcript.md,2026-05-22 16:55:19,vocab-extractor,6,vocab_master.csv,ok,horen/1.145 batch-extract
input/html/deutsch-vorbereitung/horen/1.145/1.145_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.145 batch-extract
input/html/deutsch-vorbereitung/horen/1.146/1.146_transcript.md,2026-05-22 16:55:19,vocab-extractor,6,vocab_master.csv,ok,horen/1.146 batch-extract
input/html/deutsch-vorbereitung/horen/1.146/1.146_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.146 batch-extract
input/html/deutsch-vorbereitung/horen/1.147/1.147_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/1.147 batch-extract
input/html/deutsch-vorbereitung/horen/1.147/1.147_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/1.147 batch-extract
input/html/deutsch-vorbereitung/horen/2.1/2.1_transcript.md,2026-05-22 16:55:19,vocab-extractor,6,vocab_master.csv,ok,horen/2.1 batch-extract
input/html/deutsch-vorbereitung/horen/2.1/2.1_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/2.1 batch-extract
input/html/deutsch-vorbereitung/horen/2.2/2.2_transcript.md,2026-05-22 16:55:19,vocab-extractor,5,vocab_master.csv,ok,horen/2.2 batch-extract
input/html/deutsch-vorbereitung/horen/2.2/2.2_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/2.2 batch-extract
input/html/deutsch-vorbereitung/horen/2.3/2.3_transcript.md,2026-05-22 16:55:19,vocab-extractor,2,vocab_master.csv,ok,horen/2.3 batch-extract
input/html/deutsch-vorbereitung/horen/2.3/2.3_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/2.3 batch-extract
input/html/deutsch-vorbereitung/horen/2.4/2.4_transcript.md,2026-05-22 16:55:19,vocab-extractor,6,vocab_master.csv,ok,horen/2.4 batch-extract
input/html/deutsch-vorbereitung/horen/2.4/2.4_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/2.4 batch-extract
input/html/deutsch-vorbereitung/horen/2.5/2.5_transcript.md,2026-05-22 16:55:19,vocab-extractor,6,vocab_master.csv,ok,horen/2.5 batch-extract
input/html/deutsch-vorbereitung/horen/2.5/2.5_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/2.5 batch-extract
input/html/deutsch-vorbereitung/horen/2.6/2.6_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/2.6 batch-extract
input/html/deutsch-vorbereitung/horen/2.6/2.6_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/2.6 batch-extract
input/html/deutsch-vorbereitung/horen/2.7/2.7_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/2.7 batch-extract
input/html/deutsch-vorbereitung/horen/2.7/2.7_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/2.7 batch-extract
input/html/deutsch-vorbereitung/horen/2.8/2.8_transcript.md,2026-05-22 16:55:19,vocab-extractor,2,vocab_master.csv,ok,horen/2.8 batch-extract
input/html/deutsch-vorbereitung/horen/2.8/2.8_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/2.8 batch-extract
input/html/deutsch-vorbereitung/horen/2.9/2.9_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/2.9 batch-extract
input/html/deutsch-vorbereitung/horen/2.9/2.9_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/2.9 batch-extract
input/html/deutsch-vorbereitung/horen/2.10/2.10_transcript.md,2026-05-22 16:55:19,vocab-extractor,5,vocab_master.csv,ok,horen/2.10 batch-extract
input/html/deutsch-vorbereitung/horen/2.10/2.10_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/2.10 batch-extract
input/html/deutsch-vorbereitung/horen/2.11/2.11_transcript.md,2026-05-22 16:55:19,vocab-extractor,5,vocab_master.csv,ok,horen/2.11 batch-extract
input/html/deutsch-vorbereitung/horen/2.11/2.11_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/2.11 batch-extract
input/html/deutsch-vorbereitung/horen/2.12/2.12_transcript.md,2026-05-22 16:55:19,vocab-extractor,5,vocab_master.csv,ok,horen/2.12 batch-extract
input/html/deutsch-vorbereitung/horen/2.12/2.12_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/2.12 batch-extract
input/html/deutsch-vorbereitung/horen/2.13/2.13_transcript.md,2026-05-22 16:55:19,vocab-extractor,3,vocab_master.csv,ok,horen/2.13 batch-extract
input/html/deutsch-vorbereitung/horen/2.13/2.13_questions.md,2026-05-22 16:55:19,vocab-extractor,0,vocab_master.csv,ok,horen/2.13 batch-extract
input/html/deutsch-vorbereitung/horen/2.14/2.14_transcript.md,2026-05-22 16:55:19,vocab-extractor,4,vocab_master.csv,ok,horen/2.14 batch-extract
