lingq_id,term,fragment,hint,status,extended_status,tags,importance,last_studied_correct,first_seen,last_synced,notes
,"das Ersatzteil","Die Werkstatt hat sich um die Ersatzteile gekümmert.","phụ tùng thay thế",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-356,0,,2026-05-31,,
,"das Fahrzeug","Was im Fahrzeug ersetzt wurde?","phương tiện/xe",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-238,0,,2026-05-31,,
,"das Feuer","Wegen eines Feuers ist nicht korrekt.","lửa/hỏa hoạn",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-399,0,,2026-05-31,,
,"das Fitnessstudio","Das Fitnessstudio ist geschlossen.","phòng tập gym",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-392,0,,2026-05-31,,
,"das Fleischprodukt","Fleischprodukte sind heute nicht im Angebot.","sản phẩm thịt",1,0,wortart:Substantiv;level:B1;thema:Einkauf;voc:VOC-20260522-689,0,,2026-05-31,,
,"das Freibad","Im Freibad findet das Turnier statt.","bể bơi ngoài trời",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-721,0,,2026-05-31,,
,"das Fußballspiel","Das Fußballspiel beginnt um 14 Uhr.","trận đấu bóng đá",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-703,0,,2026-05-31,,
,"das Gerät","Das Gerät haben wir schon.","thiết bị",1,0,wortart:Substantiv;level:B1;thema:Technologie;voc:VOC-20260522-1101,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1101]\n\n## Collocations\n- Bevor Sie das Gerät verwenden, beachten Sie ... (Trước khi sử dụng thiết bị, hãy lưu ý ...)\n"
,"das Gesundheitszentrum","Das Gesundheitszentrum hat täglich geöffnet.","trung tâm y tế",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-627,0,,2026-05-31,,
,"das Gewitter","Regen und Gewitter werden erwartet.","giông bão",1,0,wortart:Substantiv;level:B1;thema:Wetter;voc:VOC-20260522-1009,0,,2026-05-31,,
,"das Gleis","Der Zug nach Dortmund fährt von Gleis 12.","sân ga/đường ray",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-247,0,,2026-05-31,,
,"das Grillen","Das Grillen ist nur an Grillplätzen erlaubt.","việc nướng BBQ",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-730,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-730]\n\n## Grammar / Notes\ndanh từ hóa động từ\n"
,"das Highlight","Die Tombola ist das Highlight des Markts.","điểm nhấn, sự kiện nổi bật",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-679,0,,2026-05-31,,
,"das Jubiläum","Eine kleine Party zum Jubiläum.","lễ kỷ niệm",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-395,0,,2026-05-31,,
,"das Kinderbecken","Das Kinderbecken bleibt heute geschlossen.","bể bơi trẻ em",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-692,0,,2026-05-31,,
,"das Kinderprogramm","Am Sonntag gibt es ein Kinderprogramm.","chương trình cho trẻ em",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-1084,0,,2026-05-31,,
,"das Konzert","Das Konzert beginnt um 20 Uhr.","buổi hòa nhạc",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-673,0,,2026-05-31,,
,"das Krafttraining","Der Bereich für Krafttraining ist geschlossen.","tập tạ, tập sức mạnh",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-1028,0,,2026-05-31,,
,"das Kulturzentrum","Im Kulturzentrum findet ein Kinoabend statt.","trung tâm văn hóa",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-658,0,,2026-05-31,,
,"das Medikament","Medikamente sind in der Apotheke erhältlich.","thuốc, dược phẩm",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-725,0,,2026-05-31,,
,"das Mitglied","Mitglieder erhalten besondere Vorteile.","thành viên",1,0,wortart:Substantiv;level:B1;thema:Gesellschaft;voc:VOC-20260522-740,0,,2026-05-31,,
,"das Museum","Das Museum ist täglich geöffnet.","viện bảo tàng",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-746,0,,2026-05-31,,
,"das Obst","Welche Artikel sind heute bei einer Sonderaktion erhältlich? Obst.","trái cây",1,0,wortart:Substantiv;level:B1;thema:Einkauf;voc:VOC-20260522-315,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-315]\n\n## Grammar / Notes\nkhông chia số nhiều\n"
,"das Paket","Aufgrund der großen Anzahl von Paketen kommt es zu Verzögerungen.","bưu phẩm/gói hàng",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-214,0,,2026-05-31,,
,"das Personal","Das Personal steht zur Verfügung.","nhân viên",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-995,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-995]\n\n## Grammar / Notes\nkhông có số nhiều\n"
,"das Problem","Wegen eines technischen Problems gibt es Verspätung.","vấn đề, sự cố",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-715,0,,2026-05-31,,
,"das Programm","Das Programm wurde geändert.","chương trình",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-771,0,,2026-05-31,,
,"das Protokoll","Herr Weber übernimmt das Protokoll.","biên bản",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1056,0,,2026-05-31,,
,"das Puppentheater","Am Sonntag werden Puppentheater und Zauberer angeboten.","kịch rối",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-1035,0,,2026-05-31,,
,"das Schwimmturnier","Morgen findet ein Schwimmturnier statt.","giải đấu bơi",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-718,0,,2026-05-31,,
,"das Sekretariat","Frau Müller soll im Sekretariat anrufen.","văn phòng thư ký",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-326,0,,2026-05-31,,
,"das Sortiment","Wir erweitern unser Sortiment ständig.","danh mục hàng hóa",1,0,wortart:Substantiv;level:B1;thema:Einkauf;voc:VOC-20260522-1016,0,,2026-05-31,,
,"das Spielgerät","Spielgeräte werden für die Kinder bereitgestellt.","thiết bị chơi",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-1039,0,,2026-05-31,,
,"das Sportbecken","Das Sportbecken ist ganztägig geschlossen.","bể bơi thể thao",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-719,0,,2026-05-31,,
,"das Verkehrsproblem","Aktuell gibt es viele Verkehrsprobleme.","vấn đề giao thông",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-750,0,,2026-05-31,,
,"das Weihnachten","Kunden können die perfekten Weihnachtsgeschenke finden.","lễ Giáng sinh",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-274,0,,2026-05-31,,
,"das Wochenende","Am Wochenende öffnet das Bad später.","cuối tuần",1,0,wortart:Substantiv;level:B1;thema:Alltag;voc:VOC-20260522-676,0,,2026-05-31,,
,"das Wohngebiet","In Wohngebieten ist Lärm verboten.","khu dân cư",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-641,0,,2026-05-31,,
,"das Ärztehaus","Im Ärztehaus arbeiten mehrere Ärzte.","tòa nhà phòng khám",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-625,0,,2026-05-31,,
,Dauer,"Für die Dauer der Unterbrechung.","thời gian, độ dài",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-420,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-420]\n\n## Grammar / Notes\nthường số ít\n"
,dauern,"Der Markt dauert bis 14 Uhr.","kéo dài",1,0,wortart:Verb;level:B1;thema:Allgemein;voc:VOC-20260522-654,0,,2026-05-31,,
,Daunendecke,"Daunendecken & Kissen","chăn lông vũ",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-1473,0,,2026-05-31,,
,defekt,"Ein defekter Lastwagen verursacht den Stau.","bị hỏng, bị lỗi",1,0,wortart:Adjektiv;level:B1;thema:Verkehr;voc:VOC-20260522-793,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-793]\n\n## Collocations\n- einen Defekt aufweisen (có lỗi/hỏng hóc)\n"
,Defekt,"...dass der Player einen Defekt aufweist.","lỗi kỹ thuật, hỏng hóc",1,0,wortart:Substantiv;level:B1;thema:Konsum;voc:VOC-20260522-1414,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1414]\n\n## Collocations\n- einen Defekt aufweisen (có lỗi/hỏng hóc)\n"
,Demonstration,"Am Sonntag gibt es eine Demonstration für den Umweltschutz.","cuộc biểu tình",1,0,wortart:Substantiv;level:B1;thema:Gesellschaft;voc:VOC-20260518-105,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260518-105]\n\n## Grammar / Notes\nVom Verb 'demonstrieren'; informell: Demo | Quelle: Teil4 4.20\n"
,"den Kopf frei bekommen","Die Natur hilft mir, den Kopf frei zu bekommen.","đầu óc thư thái",1,0,wortart:Redemittel;level:B1;thema:Gesundheit;voc:VOC-20260522-1251,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1251]\n\n## Grammar / Notes\ncụm idiom\n"
,"der Andrang","Es wird mit großem Andrang gerechnet.","sự đông đúc, cảnh chen chúc",1,0,wortart:Substantiv;level:B1;thema:Gesellschaft;voc:VOC-20260522-758,0,,2026-05-31,,
,"der Anfänger","Die Tipps sind für Anfänger geeignet.","người mới bắt đầu",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-778,0,,2026-05-31,,
,"der Anruf","Verdächtige Anrufe sollte man melden.","cuộc gọi",1,0,wortart:Substantiv;level:B1;thema:Alltag;voc:VOC-20260522-630,0,,2026-05-31,,
,"der Anrufbeantworter","Es geht um den Anrufbeantworter des Bürgeramts Dortmund.","máy trả lời tự động",1,0,wortart:Substantiv;level:B1;thema:Behörde;voc:VOC-20260522-299,0,,2026-05-31,,
,"der Artikel","Welche Artikel sind heute bei einer Sonderaktion erhältlich?","mặt hàng/sản phẩm",1,0,wortart:Substantiv;level:B1;thema:Einkauf;voc:VOC-20260522-319,0,,2026-05-31,,
,"der Auftrag","Es gibt sehr viele Reparaturaufträge.","đơn đặt hàng/nhiệm vụ",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-382,0,,2026-05-31,,
,"der Auftritt","Der Auftritt des Chors beginnt um 18 Uhr.","buổi biểu diễn, lần ra mắt",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-681,0,,2026-05-31,,
,"der Ausgang","Die Busse stehen am Ausgang des Bahnhofs bereit.","lối ra",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-1087,0,,2026-05-31,,
,"der Autounfall","Ein Autounfall ist passiert.","tai nạn ô tô",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-791,0,,2026-05-31,,
,"der Bahnhof","Am Bahnhof werden Durchsagen gemacht.","nhà ga",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-696,0,,2026-05-31,,
,"der Balkon","Die angebotene Wohnung hat keinen Balkon.","ban công",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-278,0,,2026-05-31,,
,"der Beitrag","Die BKK kann die Beiträge für die Kfz-Versicherung nicht abbuchen.","khoản đóng góp/phí",1,0,wortart:Substantiv;level:B1;thema:Behörde;voc:VOC-20260522-243,0,,2026-05-31,,
,"der Bereitschaftsdienst","Der ärztliche Bereitschaftsdienst ist unter 141 erreichbar.","dịch vụ trực, tổng đài trực",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-615,0,,2026-05-31,,
,"der Besucher","Besucher sollen auf Park-and-Ride ausweichen.","khách tham quan",1,0,wortart:Substantiv;level:B1;thema:Gesellschaft;voc:VOC-20260522-764,0,,2026-05-31,,
,"der Betrieb","Der Betrieb von Bussen wurde eingestellt.","hoạt động; doanh nghiệp",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1050,0,,2026-05-31,,
,"der Brandfall","Im Brandfall wählt man 122.","trường hợp hỏa hoạn",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-618,0,,2026-05-31,,
,"der Bremsbelag","Die Werkstatt hat die Bremsbeläge ausgetauscht.","má phanh",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-236,0,,2026-05-31,,
,"der Brief","Sie soll auf einen Brief mit dem neuen Termin warten.","lá thư",1,0,wortart:Substantiv;level:B1;thema:Alltag;voc:VOC-20260522-308,0,,2026-05-31,,
,"der Busbahnhof","Karl wohnt nicht neben dem Busbahnhof.","bến xe buýt",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-252,0,,2026-05-31,,
,"der Bürger","Bürger sollen die Polizei informieren.","công dân",1,0,wortart:Substantiv;level:B1;thema:Gesellschaft;voc:VOC-20260522-631,0,,2026-05-31,,
,"der Chor","Der örtliche Chor tritt um 18 Uhr auf.","dàn hợp xướng",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-682,0,,2026-05-31,,
,"der Defekt","Die Werkstatt ist wegen eines technischen Defekts geschlossen.","lỗi/hỏng hóc",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-233,0,,2026-05-31,,
,"der Deutschkurs","Sie möchten sich für einen Deutschkurs anmelden.","khóa học tiếng Đức",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-283,0,,2026-05-31,,
,"der Eingang","Der Haupteingang ist heute geöffnet.","lối vào",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-744,0,,2026-05-31,,
,"der Einkauf","Der Einkauf dauert nicht lange.","việc đi mua sắm",1,0,wortart:Substantiv;level:B1;thema:Einkauf;voc:VOC-20260522-749,0,,2026-05-31,,
,"der Einlass","Der Einlass ist ab 19 Uhr.","việc vào cửa, mở cửa",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-674,0,,2026-05-31,,
,"der Eintritt","Jedes Ticket beinhaltet den Eintritt ins Schwimmbad.","vé vào, sự vào cửa",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-612,0,,2026-05-31,,
,"der Elternsprechtag","Der Elternsprechtag wurde am Freitag abgesagt.","ngày họp phụ huynh",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-307,0,,2026-05-31,,
,"der Empfang","Sandra holt die neue Kollegin am Empfang ab.","quầy lễ tân; sự đón tiếp",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1047,0,,2026-05-31,,
,"der Erkrankte","Ein Erkrankter kann zur Erstuntersuchung kommen.","người bị bệnh",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-623,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-623]\n\n## Grammar / Notes\ndanh từ phái sinh tính từ\n"
,"der Erwachsene","Erwachsene zahlen 10 Euro Eintritt.","người lớn",1,0,wortart:Substantiv;level:B1;thema:Familie;voc:VOC-20260522-659,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-659]\n\n## Grammar / Notes\ndanh từ phái sinh tính từ\n"
,"der Fahrgast","Was sollen die Fahrgäste tun?","hành khách",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-254,0,,2026-05-31,,
,"der Fahrplan","Die U-Bahn-Linien verkehren nach Fahrplan.","lịch trình chạy",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-291,0,,2026-05-31,,
,"der Feiertag","Der Feiertag ist nicht der Grund.","ngày lễ",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-391,0,,2026-05-31,,
,"der Film","Um wie viel Uhr gibt es den Film?",phim,1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-269,0,,2026-05-31,,
,"der Fitnessbereich","Der Fitnessbereich schließt um 18 Uhr.","khu thể hình",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-636,0,,2026-05-31,,
,"der Flug","Der Flug nach Frankfurt wurde verschoben.","chuyến bay",1,0,wortart:Substantiv;level:B1;thema:Reisen;voc:VOC-20260522-722,0,,2026-05-31,,
,"der Flughafen","Sie planen, zum Flughafen zu gelangen.","sân bay",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-347,0,,2026-05-31,,
,"der Flugstatus","Über den aktuellen Flugstatus informiert sein.","tình trạng chuyến bay",1,0,wortart:Substantiv;level:B1;thema:Reisen;voc:VOC-20260522-1006,0,,2026-05-31,,
,"der Flyer","Den aktuellen Stand der Flyer erfragen.","tờ rơi quảng cáo",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-1054,0,,2026-05-31,,
,"der Fortgeschrittene","Auch Fortgeschrittene können profitieren.","người đã có kinh nghiệm",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-779,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-779]\n\n## Grammar / Notes\ndanh từ phái sinh tính từ\n"
,"der freie Tag","Du kannst dafür am Samstag einen freien Tag bekommen.","ngày nghỉ",1,0,wortart:Redemittel;level:B1;thema:Arbeit;voc:VOC-20260522-1045,0,,2026-05-31,,
,"der Fußgänger","Fußgänger nutzen eine andere Brücke.","người đi bộ",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-802,0,,2026-05-31,,
,"der Führerschein","Haben Sie einen Führerschein dabei?","bằng lái xe",1,0,wortart:Substantiv;level:B1;thema:Behörde;voc:VOC-20260522-1099,0,,2026-05-31,,
,"der Gasherd","Die Firma kann den Gasherd nicht anschließen.","bếp ga",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-275,0,,2026-05-31,,
,"der Gegenstand","Warnung vor Gegenständen auf der Fahrbahn.","đồ vật, vật thể",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-1068,0,,2026-05-31,,
,"der Gepäckservice","Soll ich den Gepäckservice anrufen?","dịch vụ hành lý",1,0,wortart:Substantiv;level:B1;thema:Reisen;voc:VOC-20260522-1088,0,,2026-05-31,,
,"der Gleichgesinnte","Tinder sucht Gleichgesinnte für Aktivitäten.","người cùng chí hướng",1,0,wortart:Substantiv;level:B1;thema:Gesellschaft;voc:VOC-20260522-780,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-780]\n\n## Grammar / Notes\ndanh từ phái sinh tính từ\n"
,"der Grillplatz","Öffentliche Grillplätze sind erlaubt.","khu nướng BBQ",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-731,0,,2026-05-31,,
,"der Gutschein","Es gibt zusätzlich einen Getränke-Gutschein.","phiếu quà tặng",1,0,wortart:Substantiv;level:B1;thema:Einkauf;voc:VOC-20260522-611,0,,2026-05-31,,
,"der halbe Preis","Brot gibt es zum halben Preis.","nửa giá",1,0,wortart:Redemittel;level:B1;thema:Einkauf;voc:VOC-20260522-691,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-691]\n\n## Grammar / Notes\ncụm: zum halben Preis\n"
,"der Haupteingang","Der Haupteingang liegt an der Hauptstraße.","lối vào chính",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-745,0,,2026-05-31,,
,"der Hausarzt","Der Patient soll zum Hausarzt gehen.","bác sĩ gia đình",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-338,0,,2026-05-31,,
,"der Herbst","Der Verkauf endet zum Ende des Herbstes.","mùa thu",1,0,wortart:Substantiv;level:B1;thema:Wetter;voc:VOC-20260522-272,0,,2026-05-31,,
,"der Hinterhof","Im Hinterhof gibt es keine Parkplätze.","sân sau",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-756,0,,2026-05-31,,
,"der Hinweis","Ein Gesundheitshinweis wurde veröffentlicht.","lời chỉ dẫn, lưu ý",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-628,0,,2026-05-31,,
,"der Husten","Schnupfen oder Husten können auftreten.","cơn ho",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-609,0,,2026-05-31,,
,"der Innenraum","Mittags soll man sich in Innenräumen aufhalten.","không gian trong nhà",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-604,0,,2026-05-31,,
,"der Jugendliche","Jugendliche unter 18 zahlen weniger.","thanh thiếu niên",1,0,wortart:Substantiv;level:B1;thema:Familie;voc:VOC-20260522-657,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-657]\n\n## Grammar / Notes\ndanh từ phái sinh tính từ\n"
,"der Klimagipfel","Der Klimagipfel in Kopenhagen wird erwähnt.","hội nghị thượng đỉnh về khí hậu",1,0,wortart:Substantiv;level:B1;thema:Gesellschaft;voc:VOC-20260522-1071,0,,2026-05-31,,
,"der Kochtipp","Im Radio gibt es Kochtipps für Anfänger.","mẹo nấu ăn",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-777,0,,2026-05-31,,
,"der Koffer","Könntest du den Koffer annehmen und in meine Wohnung stellen?",vali,1,0,wortart:Substantiv;level:B1;thema:Reisen;voc:VOC-20260522-1089,0,,2026-05-31,,
,"der Kundenparkplatz","Der Kundenparkplatz ist kostenlos.","bãi đỗ xe khách hàng",1,0,wortart:Substantiv;level:B1;thema:Einkauf;voc:VOC-20260522-690,0,,2026-05-31,,
,"der Kurs","Die Kurse kosten 15 Euro pro Stunde.","khoá học",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-1124,0,,2026-05-31,,
,"der Kurzfilm","Internationale Kurzfilme werden am Samstag gezeigt.","phim ngắn",1,0,wortart:Substantiv;level:B1;thema:Freizeit;voc:VOC-20260522-1038,0,,2026-05-31,,
,"der Marktplatz","Der Markt findet auf dem Marktplatz statt.","quảng trường chợ",1,0,wortart:Substantiv;level:B1;thema:Einkauf;voc:VOC-20260522-653,0,,2026-05-31,,
,"der Nachrichtenüberblick","Der Nachrichtenüberblick fasst die News zusammen.","bản tin tổng quan",1,0,wortart:Substantiv;level:B1;thema:Allgemein;voc:VOC-20260522-794,0,,2026-05-31,,
,"der Niederschlag","Es werden starke Niederschläge erwartet.","lượng mưa, kết tủa",1,0,wortart:Substantiv;level:B1;thema:Wetter;voc:VOC-20260522-765,0,,2026-05-31,,
,"der Notdienst","Kontaktieren Sie den Ärztlichen Notdienst unter 12929.","dịch vụ cấp cứu",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-287,0,,2026-05-31,,
,"der Notfall","In Notfällen sollen Sie den Ärztlichen Notdienst kontaktieren.","trường hợp khẩn cấp",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-286,0,,2026-05-31,,
,"der Parkplatz","Der Parkplatz wird zum Marktplatz.","bãi đỗ xe",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-737,0,,2026-05-31,,
,"der Passagier","Passagiere sollen mit der U-Bahn fahren.","hành khách",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-330,0,,2026-05-31,,
,"der Patient","Was soll der Patient tun?","bệnh nhân",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-341,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-341]\n\n## Grammar / Notes\nn-Deklination\n"
,"der Personalausweis","Haben Sie Ihren Personalausweis dabei?","chứng minh nhân dân",1,0,wortart:Substantiv;level:B1;thema:Behörde;voc:VOC-20260522-1098,0,,2026-05-31,,
,"der Personalengpass","Einige Gerichte sind aufgrund von Personalengpässen vorübergehend nicht verfügbar.","thiếu nhân sự",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-996,0,,2026-05-31,,
,"der Personalmangel","Im Text wird kein Wort über Personalmangel gesagt.","thiếu nhân sự",1,0,wortart:Substantiv;level:B1;thema:Arbeit;voc:VOC-20260522-234,0,,2026-05-31,,
,"der Präsident","Der ukrainische Präsident kommt nach Dortmund.","tổng thống",1,0,wortart:Substantiv;level:B1;thema:Gesellschaft;voc:VOC-20260522-795,0,,2026-05-31,,
,"der Prüfer","Herr Schneider, der reguläre Prüfer, ist krank.","giám khảo",1,0,wortart:Substantiv;level:B1;thema:Bildung;voc:VOC-20260522-369,0,,2026-05-31,,
,"der Rabatt","Es werden unschlagbare Rabatte auf Farben und Lacke angeboten.","giảm giá",1,0,wortart:Substantiv;level:B1;thema:Einkauf;voc:VOC-20260522-208,0,,2026-05-31,,
,"der Radfahrer","Radfahrer können die Umleitung nehmen.","người đi xe đạp",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-803,0,,2026-05-31,,
,"der Rathausplatz","Am Rathausplatz finden Konzerte statt.","quảng trường tòa thị chính",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-739,0,,2026-05-31,,
,"der Regenschauer","Es können mögliche Regenschauer auftreten.","trận mưa rào",1,0,wortart:Substantiv;level:B1;thema:Wetter;voc:VOC-20260522-229,0,,2026-05-31,,
,"der Regenschirm","Wir empfehlen, einen Regenschirm bereitzuhalten.","cây dù",1,0,wortart:Substantiv;level:B1;thema:Wetter;voc:VOC-20260522-1033,0,,2026-05-31,,
,"der Regionalzug","Der Regionalzug fährt nach Salzburg.","tàu khu vực",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-665,0,,2026-05-31,,
,"der Reifen","Die Reifen sind in Ordnung.","lốp xe",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-1112,0,,2026-05-31,,
,"der Reisebericht","Im Radio läuft ein Reisebericht.","bài tường thuật chuyến đi",1,0,wortart:Substantiv;level:B1;thema:Reisen;voc:VOC-20260522-804,0,,2026-05-31,,
,"der Reisende","Die Reisenden werden gebeten, bis zum Hauptbahnhof zu fahren.","khách đi tàu, lữ khách",1,0,wortart:Substantiv;level:B1;thema:Verkehr;voc:VOC-20260522-1075,0,,2026-05-31,,"[AI-sync 2026-05-31 | VOC-20260522-1075]\n\n## Grammar / Notes\nbiến đổi như tính từ\n"
,"der Reißverschluss","Der Reißverschluss kann repariert werden.","khoá kéo",1,0,wortart:Substantiv;level:B1;thema:Einkauf;voc:VOC-20260522-1117,0,,2026-05-31,,
,"der Restmüll","Der Restmüll wird dienstags abgeholt.","rác sinh hoạt còn lại",1,0,wortart:Substantiv;level:B1;thema:Wohnen;voc:VOC-20260522-639,0,,2026-05-31,,
,"der Rettungsdienst","144 ist die Nummer für den Rettungsdienst.","dịch vụ cấp cứu",1,0,wortart:Substantiv;level:B1;thema:Gesundheit;voc:VOC-20260522-616,0,,2026-05-31,,
